,요양기관명_x,주소,병원홈페이지,전화번호,좌표(X),좌표(Y)
1562,서울대니엘정신건강의학과의원,"서울특별시 성동구 뚝섬로 321-1, 2층 (성수동1가)",,02-462-7575,127.0468486,37.5411553
1563,서울대학교병원,"서울특별시 종로구 대학로 101, (연건동)",http://www.snuh.org,1588-5700,126.9990168,37.5797151
1564,서울대학교병원 강남의원,"서울특별시 강남구 테헤란로 152, (역삼동, 강남파이낸스센터 38층,39층, 3층일부)",http://healthcare.snuh.org,2112-5500,127.0365456,37.5000263
1565,서울대학교직장부속의원,"서울특별시 관악구 관악로 1, 63동 3층 (신림동)",,880-5338,126.9522394,37.464007
1566,서울더나은정신건강의학과의원,"서울특별시 송파구 중대로 101, 동부썬빌 2층 206호 (가락동)",,02-401-2012,127.1197278,37.4933874
1567,서울더숲정신건강의학과의원,"서울특별시 강남구 테헤란로26길 10, 성보빌딩 5층 (역삼동)",,,127.0358567,37.4996461
1568,서울동부구치소부속의원,"서울특별시 송파구 정의로 37, (문정동)",,02-402-9131,127.1164855,37.4820072
1569,서울드림정신건강의학과의원,"경기도 하남시 미사강변동로 74, 일옹미사타워 2층 201호 (망월동)",,031-793-4382,127.1938221,37.5618531
1570,서울디딤정신건강의학과의원,"서울특별시 관악구 남부순환로 1905, 2층 (봉천동)",,02-872-0673,126.9611573,37.4783276
1571,서울뜰정신건강의학과의원,"서울특별시 송파구 올림픽로 106, 상록빌딩 5층 일부호 (잠실동)",,02-2202-0675,127.0825724,37.5114019
1572,서울마디의원,"경상북도 영주시 영주로 202-1, (영주동)",,054-634-1234,128.6219351,36.8258409
1573,서울마음등대정신건강의학과의원,"서울특별시 서초구 서초대로52길 38, 크란츠빌딩 8층 (서초동)",https://mindlighthouse.co.kr/,02-797-7575,127.0145997,37.4921216
1574,서울마음숲정신건강의학과의원,"서울특별시 서초구 서초중앙로24길 27, G5센트럴프라자 2층 213호 (서초동)",,02-2038-3067,127.0164171,37.4954178
1575,서울맑은 정신건강의학과의원,"경기도 동두천시 중앙로 126, 생연프라자 3층 305호 (지행동)",,031-928-6656,127.052538,37.892772
1576,서울맑음내과의원,"경기도 김포시 고촌읍 태리로 285, 드림스퀘어 401-404호",,031-991-3210,126.7639002,37.5932156
1577,서울맑음이비인후과의원,"경기도 안양시 만안구 장내로 164, 청솔프라자 202~205호 (안양동)",,031-464-5050,126.9256804,37.3989528
1578,서울매일365의원,"경기도 안양시 동안구 귀인로190번길 39, 201호 (평촌동)",,031-346-3651,126.9613448,37.3838614
1579,서울맥마취통증의학과의원,"서울특별시 노원구 노해로 480, 조광빌딩 6층 (상계동)",http://www.macpain.co.kr,02-934-1119,127.0614531,37.6541852
1580,서울메디안의원,"서울특별시 강동구 성안로 156, 3층 (길동)",,6285-8275,127.1354283,37.5368812
1581,서울메디의원,"경기도 오산시 남부대로 411-12, 2층 201호 (고현동)",,031-611-8811,127.0820146,37.1358417
1582,서울메디컬의원,"인천광역시 계양구 계양대로 188, 대덕노바체 2,3층 203,204,207,307호 (계산동)",http://,032-556-8275,126.7231277,37.5405449
1583,서울메디탑내과의원,"서울특별시 양천구 오목로 147, 3층 (신정동, 제이클래스목동주상복합)",https://seoulmeditop.modoo.at,02-2603-7582,126.8536171,37.5249836
1584,서울명병원,"서울특별시 동대문구 고산자로 421, (용두동)",,965-2800,127.0379409,37.5773943
1585,서울모두신경과의원,"서울특별시 관악구 남부순환로 1733, 6층 (봉천동)",https://modooneurology.modoo.at/,070-4148-3663,126.9427765,37.4825674
1586,서울바른가정의학과의원,"서울특별시 성북구 정릉로10길 42-2, 3층 (정릉동)",,02-915-7575,126.9996029,37.6080424
1587,서울바른내과의원,"서울특별시 강북구 삼양로 502, 3~4층 (수유동)",,02-995-5000,127.014666,37.6479686
1588,서울바른의원,"경기도 양주시 회천남로 76, 한덕타워 501호 (옥정동)",,031-861-4500,127.0940531,37.818553
1589,서울베스트정형외과의원,"서울특별시 동대문구 이문로 88, 4층 401,402호 (이문동, 민족통일 대통령 빌딩)",,02-960-8001,127.0593433,37.5946614
1590,서울본내과의원,"경기도 구리시 경춘로 239, 리맥스빌딩 4층 (인창동)",,031-558-5445,127.1416566,37.6016252
1591,서울본정형외과의원,"경기도 남양주시 늘을2로 20, 605, 606호 (호평동, CH리베로 1)",,031-591-7588,127.2441105,37.6544952
1592,서울봄정신건강의학과의원,"서울특별시 양천구 목동중앙북로7가길 61, 4층 (목동, 목동 RICH SQUARE)",,02-2038-8075,126.8641902,37.5497347
1593,서울비뇨기과의원,"서울특별시 관악구 남부순환로 1832-0, 8층 (봉천동, 삼한빌딩)",,02-875-8275,126.9535153,37.4807107
1594,서울빛정신건강의학과의원,"서울특별시 강남구 테헤란로 313, 성지하이츠1 2층 201~204호 (역삼동)",,02-6953-3837,127.045287,37.5038082
1595,서울삼성내과의원,"제주특별자치도 제주시 애월읍 하광로 12, 2층 201~204호",,064-805-8333,126.4114156,33.4841918
1596,서울선내과의원,"경기도 화성시 송산면 사강로 161, 2층",,031-356-3265,126.7339019,37.2130989
1597,서울성모내과의원,"서울특별시 은평구 연서로 146, (대조동)",http://www.ssmpain.co.kr/,02-358-0501,126.9177227,37.6118281
1598,서울성모비앤피(BNP)의원,"서울특별시 서초구 언남1길 3, 2층 (양재동)",,02-529-3635,127.0407553,37.4722051
1599,서울성모의원,"경기도 시흥시 거북섬로 207, 2~3층 108,109호 (정왕동)",,031-431-7585,126.6875674,37.3227592
1600,서울성모이비인후과의원,"서울특별시 관악구 남부순환로 1733, 3층 301, 304호 (봉천동)",,02-882-6517,126.9427765,37.4825674
1601,서울성모이비인후과의원,"서울특별시 성동구 왕십리로 410, 센트라스 상가 L동 3층 305호, 305-1호 (하왕십리동, 센트라스)",,02-2298-4500,127.0247865,37.5665508
1602,서울성모정신건강의학과의원,"경기도 의정부시 시민로 119, 2층 (의정부동)",,031-840-7743,127.0486064,37.7386632
1603,서울성모정신건강의학과의원,"서울특별시 강남구 광평로56길 8-13, 수서타워 302, 303호 (수서동)",,02-6952-6119,127.1031943,37.4867657
1604,서울성모정신건강의학과의원,"강원특별자치도 원주시 만대공원길 59, 3층 303호 (무실동)",https://seoulstmarypsy.modoo.at/,033-731-3080,127.9247117,37.3394268
1605,서울성모정형외과의원,"서울특별시 노원구 한글비석로 471, (주)맥스아웃 상계빌딩 5층 (상계동)",,02-952-3456,127.0658746,37.6642287
1606,서울성모정형외과의원,"경상남도 창원시 성산구 용지로133번길 3, 5층 501호 (중앙동)",,055-980-8899,128.6794082,35.2273108
1607,서울성심병원,"서울특별시 동대문구 왕산로 259, 서울성심병원 (청량리동)",http://www.sshosp.co.kr,02-966-1616,127.0497296,37.5843076
1608,서울성심의원,"충청남도 천안시 동남구 목천읍 삼성5길 19, 2,3층",,041-553-1565,127.1745054,36.761015
1609,서울센트럴정신건강의학과의원,"서울특별시 중구 세종대로 11, 조광빌딩 5층 (남대문로5가)",,02-779-7660,126.9730927,37.5581811
1610,서울소년분류심사원부속의원,"경기도 안양시 동안구 경수대로 500, 서울소년분류심사원 (호계동)",,031-451-2683,126.9620971,37.3677744
1611,서울소년원부속의원,"경기도 의왕시 고산로 87, (고천동, 고봉중고등학교)",,031-455-6111,126.9613038,37.3491295
1612,서울송정신건강의학과의원,"서울특별시 강서구 강서로 385, 우성에스비타워 903,904호 (마곡동)",,02-2658-7891,126.838266,37.5601067
1613,서울수면의원,"서울특별시 강남구 논현로 704, 우성 빌딩 2층 (논현동)",http://www.sleepclinic.kr/,511-0777,127.0307899,37.5146045
1614,서울수정신건강의학과의원,"경기도 성남시 분당구 돌마로 67, 402,403호 (금곡동, 금산젬월드)",http://www.soo-clinic.co.kr,031-714-7571,127.1095235,37.3504972
1615,서울수정신건강의학과의원,"대전광역시 서구 둔산남로 94, 로고스빌딩 803호 (탄방동)",,042-477-7585,127.3879316,36.3487348
1616,서울숲봄정신건강의학과의원,"서울특별시 성동구 아차산로 41, 안동빌딩 2층 (성수동1가)",,02-6954-7503,127.0489912,37.5469705
1617,서울숲정신건강의학과의원,"서울특별시 마포구 양화로 133, 서교타워 2층 201(일부)호 (서교동)",,02-2088-0336,126.9209815,37.5552513
1618,서울숲정신건강의학과의원,"부산광역시 동래구 사직북로 4, 사직동 자이언츠 파크 5층 503호 (사직동)",,051-711-0486,129.0613598,35.1962582
1619,서울숲정신건강의학과의원,"전북특별자치도 전주시 완산구 홍산로 250, 404호 (효자동3가)",http://seoulsoup.co.kr,063-227-3939,127.1064617,35.8160325
1620,서울스페셜수면의원,"서울특별시 강남구 논현로 717, 1층일부, 2층~4층 (논현동)",http://www.seoulsleepcenter.com,0507-1481-3304,127.0295561,37.5159635
1621,서울신경외과의원,"서울특별시 성동구 독서당로 278, B1, 1, 3층 (금호동4가)",http://www.dutong.co.kr,02-2282-3119,127.020482,37.5470855
1622,서울아산김영식의원,"서울특별시 송파구 올림픽로35길 10, B동 2층 214호 (신천동, 파크리오)",,02-423-3830,127.1132814,37.5203138
1623,서울아산내과의원,"인천광역시 미추홀구 인하로 301, 3,4층 (주안동)",,032-432-5353,126.6816516,37.4481744
1624,서울아산린재활의학과의원,"울산광역시 남구 신정로 39, 3층 (달동)",,052-268-8999,129.3218584,35.5353877
1625,서울아산바른정형외과의원,"충청남도 논산시 중앙로 255, 2층 201~203, 215호 (내동)",,041-435-7582,127.0990133,36.1898965
1626,서울아산신경과의원,"충청북도 청주시 청원구 공항로 126, 우양메디타워 501호 (율량동)",,043-257-7575,127.4855403,36.6684367
1627,서울아산신경과의원,"대전광역시 서구 계룡로 599, 201-3호 (탄방동)",,042-535-4111,127.3901908,36.3412676
1628,서울아산신경외과의원,"세종특별자치시 나성북로 9, 701,702호 (나성동, 메가타워1)",,044-868-5288,127.2578795,36.4896561
1629,서울아산재활의학과의원,"세종특별자치시 절재로 194, 중앙타운 4층 406호 (어진동)",,044-715-7591,127.2624604,36.5082343
1630,서울아이마음정신건강의학과의원,"경기도 성남시 분당구 백현로101번길 16, 대덕프라자 305호 (수내동)",,031-717-9123,127.1128823,37.377023
1631,서울아이정신건강의학과의원,"경기도 수원시 영통구 봉영로 1605, (영통동, 모던타운 508호)",,031-203-4275,127.0734663,37.2545285
1632,서울아이정신과의원,"서울특별시 노원구 노해로 492, 401호 (상계동, 프린스빌딩)",http://www.seouliclinic.kr,02-932-7587,127.0626968,37.6544635
1633,서울아트피부과의원,"서울특별시 동대문구 휘경로 6, 사이버한국외국어대학교 제2교사 4층 (이문동)",https://seoulartclinic.modoo.at,02-966-1357,127.060759,37.5960509
1634,서울알로하정신건강의학과의원,"경기도 고양시 덕양구 권율대로 685, SIB 타워 405호, 409호호 (원흥동)",,031-523-3275,126.8740546,37.6512027
1635,서울알파정신건강의학과의원,"서울특별시 성동구 아차산로 113, 삼진빌딩 4층 (성수동2가)",,02-499-0787,127.0569122,37.5446877
1636,서울알파정신건강의학과의원,"서울특별시 강남구 논현로 511, 에이치에스빌딩 6층 (역삼동)",,02-555-7725,127.0360084,37.5022404
1637,서울에스(S)가정의학과의원,"경기도 고양시 덕양구 도래울로 34, 2층 (도내동)",,031-965-7779,126.8685399,37.6289988
1638,서울에스(S)가정의학과의원,"서울특별시 동작구 동작대로 121, 경원빌딩 4층 (사당동)",,02-6953-3789,126.9818694,37.4874684
1639,서울에스마취통증의학과의원,"서울특별시 서초구 동작대로 114, 5층 (방배동, (재)원불교 유문빌딩)",,02-535-4170,126.9827042,37.4868002
1640,서울에이치내과의원,"서울특별시 강북구 도봉로 323, 용신빌딩 4층 401호 (수유동)",,02-905-7559,127.0242171,37.6371305
1641,서울역마음정신건강의학과의원,"서울특별시 중구 후암로 98, LG서울역빌딩 B동 지하1층 105호 (남대문로5가)",,0507-1333-6072,126.9748643,37.553964
1642,서울연세의원,"서울특별시 동대문구 이문로 188, 2,3층 (이문동)",,02-966-1612,127.062244,37.6033743
1643,서울연세의원,"서울특별시 강남구 영동대로 210, 쌍용대치종합상가 2층 201A호 (대치동, 쌍용아파트)",,02-418-7731,127.0712856,37.4982418
1644,서울연정신건강의학과의원,"서울특별시 양천구 오목로 300, 206동 310호 (목동, 목동현대하이페리온2)",,02-2643-0006,126.870491,37.524211
1645,서울영상의학과의원,"충청북도 청주시 서원구 월평로 4, 505호 506호 (분평동)",,043-288-7500,127.4853065,36.6110003
1646,서울온비뇨의학과의원,"서울특별시 관악구 남부순환로 1619, 영일빌딩 4층 (신림동)",http://on-uro.com,02-877-7788,126.930519,37.4846557
1647,서울온정신건강의학과의원,"서울특별시 중구 퇴계로 447, 320-321호 (황학동, 황학 아크로타워)",,02-6324-1002,127.0219296,37.5658796
1648,서울온케어의원,"경기도 남양주시 다산중앙로123번길 21-5, 8~9,4층 805호외, 406,407호 (다산동)",,1577-7998,127.151564,37.6231733
1649,서울와이즈요양병원,"경기도 의왕시 안양판교로 101, (포일동)",,031-422-1991,126.9853111,37.3954512
1650,서울우리아이정신건강의학과의원,"서울특별시 광진구 강변역로4길 10, 4층 (구의동, 강변역지너스타워)",http://ourchild.kr/,02-452-2100,127.093421,37.5353487
1651,서울우림365의원,"서울특별시 중랑구 망우로 412, 기성빌딩 1층 (망우동)",,02-2088-2566,127.0979518,37.5990039
1652,서울원내과의원,"경기도 의정부시 서광로 135, 402호 (산곡동)",,031-928-7474,127.1109434,37.7289622
1653,서울웰정신건강의학과의원,"서울특별시 강남구 강남대로 248, 목원빌딩 4(일부)층 (도곡동)",,02-577-7588,127.0339328,37.4857219
1654,서울유쾌한정신건강의학과의원,"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워III 708호 (정자동)",,031-698-2089,127.1077176,37.3653352
1655,서울윤내과의원,"서울특별시 강남구 압구정로 113, 2층 201호,204호,205호 (압구정동, 미성아파트)",,02-514-5115,127.0192746,37.5239669
1656,서울윤정신건강의학과의원,"서울특별시 중랑구 망우로 304, 2층 203호 (상봉동, 상봉베스트원아파트)",,02-433-9400,127.0863473,37.5961443
1657,서울으뜸내과의원,"서울특별시 성동구 왕십리로 333, 유성빌딩 2층 (하왕십리동)",,02-2297-7077,127.0325751,37.562761
1658,서울으뜸정신건강의학과의원,"서울특별시 송파구 법원로 114, 엠스테이트 (문정동)",,,127.1206993,37.4857987
1659,서울을지로숲정신건강의학과의원,"서울특별시 중구 삼일대로 358, 신한L Tower 2층 (을지로2가)",,02-6233-7670,126.9881038,37.566489
1660,서울의원,"충청남도 아산시 둔포면 둔포중앙로137번길 7-5, (둔포면)",,041-531-4567,127.0385772,36.9283778
1661,서울이내과의원,"강원특별자치도 원주시 서원대로 410, 401~403호 (단구동, 한솔프라자)",http://www.bestmedicine.co.kr/,033-763-1300,127.9503251,37.3297852
1662,서울이룸정신건강의학과의원,"경기도 수원시 영통구 덕영대로 1478, 망포역 포레 스퀘어 508호 (망포동)",,031-203-5522,127.0524779,37.2451633
1663,서울이비인후과의원,"서울특별시 은평구 진관2로 29-21, (진관동)",,02-386-5575,126.9193479,37.6357288
1664,서울이음정신건강의학과의원,"인천광역시 계양구 계산새로 71, 하이베라스 D동 2층 209호 (계산동)",https://seouleumclinic.com,032-546-0111,126.7360621,37.5386558
1665,서울적십자병원,"서울특별시 종로구 새문안로 9, 적십자병원 (평동)",http://www.srch.or.kr,02-2002-8000,126.9669974,37.5671805
1666,서울정가정의학과의원,"서울특별시 노원구 덕릉로73길 18, 4층 (중계동)",,937-4215,127.072332,37.6521996
1667,서울정신건강의학과의원,"경기도 김포시 김포대로 847, 중앙프라자 603호 (사우동)",,031-997-0621,126.7195975,37.619711
1668,서울정신건강의학과의원,"울산광역시 남구 삼산로 231, 울산 센트럴 자이 408ㅡ409호 (달동)",,052-933-0250,129.3327131,35.5386826
1669,서울정신건강의학과의원,"전라남도 영광군 영광읍 옥당로 153, 3층",,061-351-1179,126.5008798,35.2756737
1670,서울정신건강의학과의원,"경기도 부천시 원미구 길주로 191, 303호 (중동, 금영프라자)",http://,032-326-6223,126.7638908,37.5051188
1671,서울정신건강의학과의원,"경기도 부천시 소사구  경인로 190, 205호 (심곡본동, 부천라비앙로제)",,032-662-0115,126.7765215,37.4834201
1672,서울정신건강의학과의원,"경기도 안산시 상록구 용신로 393, 303호 (본오동, 청암빌딩)",,031-437-0413,126.865907,37.3019021
1673,서울정신건강의학과의원,"인천광역시 남동구 인하로489번길 28, 501,502호 (구월동, 로데오플라자)",,032-433-5335,126.7014961,37.4448651
1674,서울정신건강의학과의원,"서울특별시 강남구 선릉로 517, 비젼빌딩 602호 (역삼동)",,02-3453-8856,127.0481651,37.5057184
1675,서울정신건강의학과의원,"경상북도 포항시 북구 중흥로 228, 4층 (죽도동)",,054-272-5482,129.3590183,36.0235082
1676,서울정신건강의학과의원,"대전광역시 서구 대덕대로 396, 4층 (만년동)",,042-489-7552,127.3799876,36.3682016
1677,서울정신과의원,"경기도 의정부시 청사로 41, 301호 (금오동, 금오 삼성플라자)",,031-853-5348,127.069727,37.7519512
1678,서울정의원,"서울특별시 강동구 고덕로 399, 1동 216호 (고덕동, 고덕센트럴푸르지오)",,02-3427-3545,127.1701747,37.5577308
1679,서울정정신건강의학과의원,"서울특별시 강남구 광평로 295, 사이룩스오피스텔 서관동 2층 201~205호 (수서동)",https://seoulchung.com,02-451-3750,127.1041591,37.488566
1680,서울정통연합의원,"경기도 의정부시 태평로 83, 3층 (의정부동)",,031-848-5575,127.0514078,37.739938
1681,서울정형외과신경과의원,"인천광역시 부평구 길주로 382, 지하1층, 1층~4층 (산곡동)",,032-546-7582,126.7044053,37.5083575
1682,서울제이씨정신건강의학과의원,"서울특별시 마포구 백범로31길 7, 2동 2층 201호 (공덕동, 공덕SK리더스뷰)",,02-715-5089,126.9488532,37.5455788
1683,서울제일내과의원,"경기도 용인시 수지구 광교중앙로 310, 신명프라자 201~202호 (상현동)",,031-216-8575,127.0697541,37.2976618
1684,서울지음정신건강의학과의원,"서울특별시 은평구 통일로 840, 범서빌딩 3층 (불광동)",,02-356-6212,126.9221021,37.6183931
1685,서울진내과의원,"서울특별시 강서구 강서로 242, 강서힐스테이트 단지내상가 302,303호 (화곡동)",,02-2607-8875,126.8367634,37.5473848
1686,서울진정신건강의학과의원,"경기도 성남시 수정구 성남대로 1342, 가천대학교 지하2,3층 308호 (복정동)",,031-607-8839,127.1307015,37.4523915
1687,서울청안 정신건강의학과의원,"서울특별시 영등포구 국제금융로2길 37, S-TRENUE (여의도동)",,02-761-7588,126.92431,37.5229862
1688,서울청정신건강의학과의원,"경기도 성남시 분당구 판교역로 152, 알파돔타워Ⅲ 3층 3-2호 (백현동)",,031-602-7500,127.1103138,37.3942381
1689,서울청정신건강의학과의원,"서울특별시 서초구 서초대로77길 17, BLOCK77 8층 803호 (서초동)",,02-534-2119,127.0257524,37.4995536
1690,서울최유라정신건강의학과의원,"부산광역시 남구 수영로 252, 김계영내과 4층 (대연동)",,051-506-3233,129.0941229,35.135072
1691,서울쾌통신경과의원,"대전광역시 동구 은어송로 60, 지티엠빌딩 4층 401호 (가오동)",,042-721-8500,127.456147,36.3061987
1692,서울탑정신건강의학과의원,"제주특별자치도 제주시 1100로 3321, 303호 (노형동)",,064-746-7282,126.4805621,33.4828345
1693,서울탑정신건강의학과의원,"경기도 성남시 분당구 성남대로 389, 3층 302호 (정자동, 폴라리스2 )",http://www.seouljunior.co.kr,031-716-2082,127.1075073,37.3708566
1694,서울탑정신건강의학과의원,"서울특별시 마포구 마포대로 68, (도화동, 마포아크로타워)",,02-6933-1800,126.94898,37.5413405
1695,서울탑정신건강의학과의원,"서울특별시 성북구 월계로 4, 5층 (하월곡동)",http://www.seouljunior.co.kr,02-911-9700,127.030975,37.6091231
1696,서울탑정신건강의학과의원,"서울특별시 서초구 반포대로 287, 336~337호 (반포동, 래미안퍼스티지중심상가)",,02-532-4330,127.0010992,37.5043414
1697,서울탑정신건강의학과의원,"서울특별시 관악구 관악로 168, (봉천동, 대우슈페리움2단지)",http://www.seouljunior.co.kr,02-883-2082,126.9530995,37.4801769
1698,서울탑정신건강의학과의원,"서울특별시 송파구 올림픽로 114, (잠실동, 서경빌딩 5층)",,412-8275,127.083202,37.5113949
1699,서울탑클래스정신건강의학과의원,"서울특별시 강남구 테헤란로88길 17, 세안빌딩 6층 (대치동)",,02-6339-1009,127.0603142,37.5065588
1700,서울톡정신건강의학과의원,"서울특별시 강서구 마곡중앙5로 87, 우성르보아투 204호 (마곡동)",,02-2661-1231,126.8177747,37.5671749
1701,서울특별시 동부병원,"서울특별시 동대문구 무학로 124, (용두동)",http://www.dbhosp.go.kr,02-920-9114,127.0313409,37.5753681
1702,서울특별시 백암정신병원,"경기도 용인시 처인구 백암면 용천로71번길 30, (백암면)",http://www.baekammh.or.kr,031-332-3194,127.3648715,37.1221637
1703,서울특별시 북부병원,"서울특별시 중랑구 양원역로 38, (망우동)",http://www.bbhosp.go.kr,02-2036-0200,127.1077447,37.604325
1704,서울특별시보라매병원,"서울특별시 동작구 보라매로5길 20, (신대방동)",http://www.brmh.org,02-870-2114,126.9239058,37.4934414
1705,서울특별시서남병원,"서울특별시 양천구 신정이펜1로 20, (신정동)",,1566-6688,126.8331531,37.5120195
1706,서울특별시서북병원,"서울특별시 은평구 갈현로7길 49, (역촌동)",http://sbhosp.seoul.go.kr,02-3156-3000,126.9044499,37.60421
1707,서울특별시서울의료원,"서울특별시 중랑구 신내로 156, (신내동)",http://www.seoulmc.or.kr,02-2276-7000,127.0978309,37.6132762
1708,서울특별시어린이병원,"서울특별시 서초구 헌릉로 260, (내곡동)",http://childhosp.seoul.go.kr,02-570-8000,127.0689282,37.4557936
1709,서울특별시은평병원,"서울특별시 은평구 백련산로 90, (응암동)",,300-8114,126.923851,37.594014
1710,서울특별시축령정신병원,"경기도 남양주시 수동면 외방로172번길 58, (수동면)",,031-592-6661,127.3094646,37.7387759
1711,서울튼튼정형외과의원,"경기도 광주시 광주대로 31, 501,502,505-509호 (경안동)",,031-769-1000,127.2602612,37.4093844
1712,서울포레스트정신건강의학과의원,"서울특별시 강남구 도산대로 420, 청담스퀘어 212호 (청담동)",,02-6480-8777,127.0422013,37.5230216
1713,서울푸른정신건강의학과의원,"제주특별자치도 제주시 노형로 407, 노형타워 4층 404호 (노형동)",,064-901-0177,126.4782833,33.4858236
1714,서울프라임한방병원,"서울특별시 강동구 양재대로 1461, SC MEDI TOWER 6-13층 (길동)",,02-6428-7575,127.1391046,37.536395
1715,서울프리마비뇨의학과의원,"서울특별시 강서구 강서로56길 110, SJC빌딩 5층 (등촌동)",http://,02-2659-5254,126.8448925,37.5588811
1716,서울피부과의원,"충청북도 청주시 상당구 중고개로 137, 6층 (용암동)",,043-284-1300,127.5177625,36.617198
1717,서울한결의원,"경상북도 영덕군 영해면 318만세길 161, 2층",,054-734-7778,129.4087535,36.5402972
1718,서울한빛의원,"경기도 고양시 덕양구 통일로 1060-4, 청담프라자 201, 202호 (관산동)",,031-963-0921,126.854072,37.7092476
1719,서울헤리티지의원,"경기도 성남시 분당구 대왕판교로 155, 지 1-2호 (금곡동)",,031-8022-0300,127.0975702,37.3588598
1720,서울현정신건강의학과의원,"서울특별시 동대문구 이문로 98, 3층 (이문동)",,02-6949-5663,127.0598838,37.5955312
1721,서울홍정신건강의학과의원,"경기도 광명시 오리로 870, 스타힐스빌딩 3층 (철산동)",,02-2060-5300,126.8659802,37.4760713
1722,서울화외과의원,"경기도 의정부시 천보로 56, 해동투타워 503호일부, 504, 505호 (민락동)",,1833-6119,127.0952865,37.7448626
1723,서울황내과의원,"강원특별자치도 원주시 능라동길 59, 603,604호 (무실동)",,033-813-1314,127.9308182,37.3344196
1724,서울휴정신건강의학과의원,"서울특별시 용산구 서빙고로 17, 2층 52호 (한강로3가)",,,126.9678526,37.5257665
1725,서울희망정신건강의학과의원,"경기도 광명시 오리로 637, (하안동, 청목빌딩 )",,02-6925-3666,126.8778591,37.4581986
1726,서울힐링정신건강의학과의원,"서울특별시 성북구 길음로 11, 근린생활시설동 2층 209,210호 (길음동, 길음역롯데캐슬트윈골드아파트)",,02-943-0011,127.0234729,37.6038013
1727,서울힐정신건강의학과의원,"서울특별시 강남구 도산대로 111, S-TOWER 3층 301호 (신사동)",,02-516-8880,127.020708,37.5169652
1728,서원벽신경정신과의원,"인천광역시 미추홀구 미추홀대로 634, (주안동)",,032-432-9911,126.6801711,37.4538813
1729,서원우정신건강의학과의원,"경기도 용인시 기흥구 죽전로 58, 3층 304~305호 (보정동)",,031-8019-7572,127.1151253,37.3202543
1730,서일메디컬그룹의원,"부산광역시 부산진구 중앙대로 663, 지하1~지상8층 (부전동)",,051-805-0001,129.0588569,35.1519731
1731,서재연합의원,"경기도 평택시 서재로 2, 한주빌딩 3층 (동삭동)",,031-691-5213,127.0988015,37.0098798
1732,서천사랑병원,"충청남도 서천군 판교면 대백제로 2078, (판교면)",www.sclove.co.kr/,041-951-8114,126.6926458,36.1687808
1733,서초리더스정형외과재활의학과의원,"서울특별시 서초구 방배로 109, 서초리더스빌딩 2~5층 (방배동)",,070-7788-9000,126.995758,37.4837842
1734,서초보건지소,"서울특별시 서초구 서초대로38길 12, 101동 1층 (서초동, 마제스타시티, 힐스테이트 서리풀)",,02-2155-8261,127.0051245,37.4902698
1735,서초삼성부속의원,"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 지하2,2층 (서초동)",,02-772-6154,127.0269076,37.4966324
1736,서초성모정신건강의학과의원,"서울특별시 서초구 서초중앙로 56, 블루타워 1층 (서초동)",,02-584-8899,127.0154786,37.4869131
1737,서초아이소아청소년과의원,"서울특별시 서초구 사임당로 158, 리더스원 상가 3층 306호 (서초동)",,02-583-5355,127.0271768,37.4918503
1738,서초정신건강의학과의원,"서울특별시 서초구 사임당로 38, 큐브플러스 2층 203호 (서초동)",,02-525-2888,127.0142926,37.4880847
1739,서초좋은의원,"서울특별시 서초구 서초중앙로 238, 306호 (반포동, 삼호가든상가)",http://goodimageclinic.com,02-591-3600,127.011991,37.502932
1740,서촌정신건강의학과의원,"서울특별시 종로구 효자로7길 14, 1층 (통의동)",,02-730-7352,126.9730482,37.5788729
1741,서현정신건강의학과의원,"경기도 성남시 분당구 황새울로335번길 5, 203호 (서현동)",,031-698-2127,127.1216975,37.3860493
1742,서호석연세정신건강의학과의원,"서울특별시 강남구 선릉로 513, APEXTOWER 402호 (역삼동)",https://sypclinic.com,02-557-3330,127.0483291,37.5052789
1743,석계정신과의원,"서울특별시 노원구 화랑로 321, 건안빌딩 4층 (월계동)",,02-914-9361,127.0634983,37.6146935
1744,석산정신건강의학과의원,"경기도 안산시 단원구 고잔로 76, 영풍빌딩 306호 (고잔동)",,031-411-8114,126.8348265,37.3189133
1745,석정웰파크병원,"전북특별자치도 고창군 고창읍 석정2로 147, (고창읍)",,063-560-1000,126.7375996,35.4313984
1746,선내과의원,"부산광역시 부산진구 냉정로 215, (개금동, 선아트메디칼1,2층)",,051-898-2233,129.0233755,35.1511624
1747,선릉김정신과의원,"서울특별시 강남구 테헤란로 410, (대치동, 금강타워 502호)",,02-563-6661,127.0507411,37.5045825
1748,선릉숲정신건강의학과의원,"서울특별시 강남구 테헤란로 401, 남경센타 6층, 8층 (삼성동)",,02-555-0405,127.0491606,37.5049841
1749,선릉쉼표정신건강의학과의원,"서울특별시 강남구 테헤란로 337, 15층 (역삼동)",,02-567-3575,127.0484885,37.5047776
1750,선린연합의원,"경상북도 경주시 감포읍 감포로7길 2, 3층",,054-744-8111,129.5023606,35.8044906
1751,선병원,"전북특별자치도 임실군 덕치면 사곡1길 9-8, (덕치면)",,063-643-7575,127.1812413,35.5161375
1752,선사신경외과의원,"대전광역시 서구 청사서로 10, 1층 (월평동)",,042-472-9975,127.3769021,36.3586948
